clip(dB20(dft(v("/VOUT" ?result "tran") 1024n 2048n 8192 "Rectangular" 1 1 )) 0 1G ) X,clip(dB20(dft(v("/VOUT" ?result "tran") 1024n 2048n 8192 "Rectangular" 1 1 )) 0 1G ) Y
811523437.4999999,-90.7780682627024
812499999.9999999,-88.9430668764128
813476562.4999999,-90.37822922637623
814453124.9999999,-81.83419229245357
815429687.4999999,-88.0151045944866
816406249.9999999,-77.94428484152398
817382812.4999999,-94.44783445048056
818359374.9999999,-78.73639181219816
819335937.4999999,-90.27372416813148
820312499.9999999,-86.71216201090274
821289062.4999999,-86.37651813319094
822265624.9999999,-78.39632527322685
823242187.4999999,-94.62181654526776
824218749.9999999,-90.82817632775746
825195312.4999999,-89.1936167547653
826171874.9999999,-80.74090617389068
827148437.4999999,-90.69988390774273
828124999.9999999,-82.59194103393153
829101562.4999999,-88.42565036541097
830078124.9999999,-83.91788021113059
831054687.4999999,-88.25251387138485
832031249.9999999,-92.16503880500882
833007812.4999999,-99.24604925354295
833984374.9999999,-84.85405431566238
834960937.4999999,-93.41708309256505
835937499.9999999,-77.63945492585043
836914062.4999999,-94.68497615999119
837890624.9999999,-95.41226471352218
838867187.4999999,-106.0847901498202
839843749.9999999,-86.81721792098875
840820312.4999999,-102.5164811027332
841796874.9999999,-91.01522750316319
842773437.4999999,-99.01656221708778
843749999.9999999,-83.90558237926982
844726562.4999999,-88.32760557536623
845703124.9999999,-101.2833040829428
846679687.4999999,-85.94299818349998
847656249.9999999,-84.52024803896659
848632812.4999999,-99.89717672692015
849609374.9999999,-84.63074530031381
850585937.4999999,-88.48668863075343
851562499.9999999,-75.91026049909561
852539062.4999999,-96.06150362208101
853515624.9999999,-84.71700459885882
854492187.4999999,-87.34184507999372
855468749.9999999,-95.32146022706787
856445312.4999999,-94.51605894252934
857421874.9999999,-83.64444533907529
858398437.4999999,-93.81619172852784
859374999.9999999,-96.85448858104687
860351562.4999999,-91.50989358474298
861328124.9999999,-72.77523453525302
862304687.4999999,-88.37021245957388
863281249.9999999,-86.09178441145018
864257812.4999999,-95.06654290167042
865234374.9999999,-84.78563428463914
866210937.4999999,-100.5974173359214
867187499.9999999,-84.7457119076991
868164062.4999999,-93.64135701849386
869140624.9999999,-80.54116073525965
870117187.4999999,-91.6992820125899
871093749.9999999,-87.24924654710071
872070312.4999999,-97.21334536351839
873046874.9999999,-90.84399995498231
874023437.4999999,-92.30355131940344
874999999.9999999,-84.66303360888283
875976562.4999999,-99.52232782526599
876953124.9999999,-90.69844068448124
877929687.4999999,-90.28728553383343
878906249.9999999,-85.24411596428261
879882812.4999999,-92.34460318148193
880859374.9999999,-106.519976594423
881835937.4999999,-93.54390102454909
882812499.9999999,-91.44447946448518
883789062.4999999,-87.45979048464825
884765624.9999999,-85.2131263803084
885742187.4999999,-92.61981890447271
886718749.9999999,-85.45123663495195
887695312.4999999,-91.62665574800204
888671874.9999999,-90.81361086516296
889648437.4999999,-96.71516121135333
890624999.9999999,-105.3481996087729
891601562.4999999,-93.97638778452692
892578124.9999999,-91.06291964232025
893554687.4999999,-97.47042356094376
894531249.9999999,-79.52136749156311
895507812.4999999,-93.48628748000284
896484374.9999999,-93.69585073445305
897460937.4999999,-104.4249957109993
898437499.9999999,-96.00701571886596
899414062.4999999,-98.9653587895117
900390624.9999999,-90.23532067979944
901367187.4999999,-93.90793095836911
902343749.9999999,-89.56685787707386
903320312.4999999,-87.66475685440547
904296874.9999999,-26.40088456279409
905273437.4999999,-90.28996062969553
906249999.9999999,-84.971821918988
907226562.4999999,-89.47389110878487
908203124.9999999,-92.03299307551583
909179687.4999999,-88.4736855715507
910156249.9999999,-94.74754588815081
911132812.4999999,-92.32434563218871
912109374.9999999,-93.02329877643977
913085937.4999999,-95.76306867695293
914062499.9999999,-95.65092962612997
915039062.4999999,-97.32493696710148
916015624.9999999,-91.91169557374592
916992187.4999999,-108.2962448011244
917968749.9999999,-91.34271107980624
918945312.4999999,-95.16862796920233
919921874.9999999,-93.74248373392241
920898437.4999999,-98.79222848886272
921874999.9999999,-85.84196682356365
922851562.4999999,-96.82719380579145
923828124.9999999,-98.01971719125778
924804687.4999999,-93.483133680896
925781249.9999999,-94.60396507709039
926757812.4999999,-95.45536467280046
927734374.9999999,-99.24037106650616
928710937.4999999,-95.49030035717914
929687499.9999999,-90.31316403891446
930664062.4999999,-102.0348145375439
931640624.9999999,-93.19070907066046
932617187.4999999,-100.999378573033
933593749.9999999,-86.36683607890288
934570312.4999999,-107.5396192986528
935546874.9999999,-97.04586110935267
936523437.4999999,-104.8500683531144
937499999.9999999,-99.25914925403245
938476562.4999999,-97.44218094934016
939453124.9999999,-103.896088224629
940429687.4999999,-92.87211460912889
941406249.9999999,-88.07936715596482
942382812.4999999,-101.042635699018
943359374.9999999,-93.62373700681587
944335937.4999999,-95.5781301828269
945312499.9999999,-91.02812925341921
946289062.4999999,-108.5329156328539
947265624.9999999,-89.18802595608967
948242187.4999999,-99.4183909269665
949218749.9999999,-93.8971726619002
950195312.4999999,-107.0087844841272
951171874.9999999,-105.250475291814
952148437.4999999,-106.2811391187384
953124999.9999999,-94.77774871627099
954101562.4999999,-104.1603949150489
955078124.9999999,-99.39261583235607
956054687.4999999,-103.2226527683749
957031249.9999999,-92.55282977229933
958007812.4999999,-106.8153307558667
958984374.9999999,-99.35987362193727
959960937.4999999,-101.1600179437008
960937499.9999999,-97.55343892056726
961914062.4999999,-105.1120189385677
962890624.9999999,-97.34879663418708
963867187.4999999,-99.33396078687042
964843749.9999999,-92.55997823055058
965820312.4999999,-99.46437433491346
966796874.9999999,-95.38439290973638
967773437.4999999,-103.6958766526191
968749999.9999999,-105.8541152526654
969726562.4999999,-107.9021574885881
970703124.9999999,-97.13470127744719
971679687.4999999,-103.8635405744157
972656249.9999999,-101.5763870243538
973632812.4999999,-110.7457070388828
974609374.9999999,-99.00013707068409
975585937.4999999,-113.4440378734978
976562499.9999999,-98.58304961463385
977539062.4999999,-105.3310438310643
978515624.9999999,-107.9424827081662
979492187.4999999,-110.1174479855771
980468749.9999999,-110.902944868867
981445312.4999999,-109.4301753550996
982421874.9999999,-104.6013041218077
983398437.4999999,-119.1604117212408
984374999.9999999,-106.6738819819463
985351562.4999999,-119.2316620811842
986328124.9999999,-118.3058219388844
987304687.4999999,-111.3083746804633
988281249.9999999,-113.1072402573046
989257812.4999999,-118.5851491121142
990234374.9999999,-103.7511844321787
991210937.4999999,-137.8506740780314
992187499.9999999,-110.5166265377524
993164062.4999999,-121.6649994534918
994140624.9999999,-113.6801827543239
995117187.4999999,-120.9230965581399
996093749.9999999,-117.9428054605414
997070312.4999999,-126.3987544543437
998046874.9999999,-122.3803076246258
999023437.4999999,-133.8059962810219
999999999.9999999,-189.0729579959784
